"판지";"der Karton / dickes Papier";;"material"
"북실북실하다";"flauschig sein";"Lautmalerisch";"material"
"강철";"der Stahl";;"material"
"모래";"der Sand";;"material"
"유리";"das Glas / die Scheibe";;"material"
"나무";"das Holz";;"material"
