"세다";"zählen";;"aktivität";"zahlen"
"...째";"...te <Platzierung, Reihenfolge>";"z.B. 첫째 = erste";"zahlen"
"수백";"hunderte";;"zahlen"
"순차";"die Reihenfolge";;"abstrakt";"zahlen"
"늘다";"sich vermehren / ansteigen";;"bewegung";"zahlen"
"양";"die Menge";"z.B. 눈의 양 = Schneemenge";"zahlen";"zähler"
"감소하다";"sich verringern / zurückgehen";;"aktivität";"zahlen"
"표";"die Tabelle";;"arbeit";"zahlen"
"몇몇";"mehrere / einige";;"abstrakt";"zahlen"
"석";"drei";"zb. 석 달";"zahlen"
"최소";"das Mimimum";;"abstrakt";"zahlen"
"애초";"zuerst";;"zahlen"
"숫자";"die Ziffer";;"zahlen"
"수십";"duzende";;"zahlen"
"수많다";"zahlreich sein";;"menge";"zahlen"
"정확";"exakt";;"zahlen"
"번째";"x-te";;"zahlen"
"짝수";"die gerade Zahl";;"zahlen"
"홀수";"die ungerade Zahl";;"zahlen"
"대다수";"die Mehrzahl";;"politk";"zahlen"
"최초";"erste";;"zahlen"
"순서";"die Reihenfolge";;"zahlen"
"최저";"minimum";;"adverb";"menge";"zahlen"
"절반";"halb";;"zahlen"
"더하기";"plus";;"abstrakt";"zahlen"
"우선";"als erstes / vor allem";;"adverb";"zahlen"
"일단";"einmal";;"adverb";"zahlen"
"무제";"die Unendlichkeit";;"zahlen"
"무한정";"unbeschränkt";;"zahlen"
"최고";"maximum / meist";;"zahlen"
"확률";"die Wahrscheinlichkeit";;"abstrakt";"politk";"zahlen"
"평균";"der Durchschnitt";;"zahlen"
