"추앙하다";"verehren";;"abstrakt";"gefühl"
"체험";"das Erlebnis";;"gefühl";"leben"
"체험하다";"erleben";;"gefühl";"leben"
"부담스럽다";"belastend sein";;"gefühl"
"감격하다";"emotional / bewegend sein";;"gefühl"
"신비롭다";"mysteriös sein";;"gefühl"
"화해하다";"versöhnen";;"gefühl";"sozial"
"그립다";"sich sehnen / vermissen";;"gefühl"
"자랑하다";"stolz sein / angeben";;"gefühl";"modal"
"울리다";"zum weinen bringen";;"gefühl";"kausativ"
"감탄하다";"bewundern";"Auch “unglaublich sein”";"gefühl"
"침착하다";"ruhig / gefasst sein";;"gefühl"
"가망";"die Hoffnung / Aussicht";;"gefühl"
"위안";"der Trost";;"gefühl"
"불문하다";"unabhängig / egal sein";;"gefühl"
"아랑곳하지 않다";"sich nicht kümmern / interessieren";;"gefühl"
"질색하다";"verabscheuen";;"gefühl"
"안심하다";"sich sicher / beruhigt fühlen";;"gefühl"
"슬픔";"die Traurigkeit";;"gefühl"
"고난하다";"leiden";;"gefühl"
"확신";"die Überzeugung";;"gefühl";"religion"
"겁";"die Angst";;"gefühl"
"작별하다";"verabschieden";"작별 인사를 하다";"gefühl";"sozial"
"홀가분하다";"locker / sorgenfrei sein";;"gefühl";"sozial"
"감각";"der Sinn / die Wahrnehmung";;"gefühl"
"험악하다";"bedrohlich sein";;"abstrakt";"gefühl"
"성";"die Wut";;"gefühl"
"성질을 내다";"die Fassung verlieren";;"gefühl"
"신중하다";"wohlüberlegt sein";;"gefühl"
"궁금증";"die Neugier";;"gefühl"
"어지럽다";"verwirrt sein";;"gefühl"
"자부심";"der Stolz";;"gefühl"
"반성하다";"über sich selbst reflektieren";;"gefühl"
"고난";"das Leiden";;"gefühl"
"황량하다";"trostlos sein";;"gefühl"
"벼르다";"warten auf etwas / erhoffen";;"gefühl"
"생각에 빠지다";"in Gedanken verlieren";;"gefühl"
"뻔뻔하다";"schamlos sein";;"gefühl";"sozial"
"꺼림칙하다";"sich schlecht fühlen (wegen etwas)";;"gefühl"
"깜박 잊다";"vergessen";;"gefühl";"lernen"
"잔인하다";"brutal sein";;"gefühl"
"즉흥적";"spontan";;"abstrakt";"gefühl"
"쪼다";"nerven";;"gefühl"
"형편없다";"schrecklich sein";;"gefühl"
"보람 있다";"lohnenswert sein";;"abstrakt";"gefühl"
"불만";"die Unzufriedenheit";;"gefühl"
"착각";"die Illusion / der falsche Eindruck";;"abstrakt";"gefühl"
"황당하다";"absurd / unglaublich sein";;"gefühl"
"...아/어 버리다";"... <Betonung eines kompletten Abschlusses>";"Betont, dass etwas vollständig abgeschlossen und vorbei ist. Zumindest vorrübergehen unwiederbringlich. Hat meist eine emotionale Note (Bedauern, Erleichterung, Ärger).
Nur nach Verben.
z.B. 친구가 갑자기 나가 버렸어요.
KGiG 2/347";"gefühl";"grammatik"
"신경 쓰이다";"sorgen / einen beschäftigen";;"gefühl"
"근질근질하다";"Drang haben";;"abstrakt";"gefühl"
"비아냥";"der Sarkasmus";;"gefühl";"sozial"
"안전";"die Sicherheit";;"gefühl";"gesellschaft"
"안정감";"das Sicherheitsgefühl";;"gefühl"
"우습다";"lustig sein";;"gefühl"
"바라다";"wünschen";;"gefühl"
"머뭇거리다";"zögern";;"gefühl"
"볶다";"nerven / ärgern";;"gefühl";"sozial"
"감상";"der Eindruck";;"gefühl"
"존경하다";"respektieren";;"gefühl";"gesellschaft"
"상상하다";"vorstellen / fantasieren";;"abstrakt";"gefühl"
"귀찮다";"lästig sein";;"gefühl";"sozial"
"용감하다";"mutig sein";;"gefühl"
"자랑스럽다";"stolz sein";;"gefühl"
"불안하다";"unangenehm sein";;"gefühl"
"특이하다";"ungewöhnlich sein";;"gefühl";"gesellschaft"
"시무룩하다";"grimmig sein";;"gefühl";"sozial"
"기댁마";"die Erwartung";;"gefühl"
"어색하다";"sich komisch (an)fühlen";;"gefühl"
"불쾌하다";"unangenehm sein";;"gefühl";"sozial"
"흐뭇하다";"erfreulich sein";;"gefühl"
"원하다";"möchten / wünschen";;"gefühl";"modal"
"상쾌하다";"erfrischend sein";;"gefühl";"wetter"
"진지하다";"ernst sein";;"gefühl"
"설레다";"schmeicheln";;"gefühl"
"걱정되다";"sich sorgen";;"gefühl"
"인상 깊다";"tief beeindrucken";;"gefühl"
"소원을 빌다";"sich etwas wünschen";;"gefühl"
"면목";"die Ehre";;"gefühl";"sozial"
"면목이 없다";"beschämt sein";;"gefühl"
"느낌";"die Stimmung";;"gefühl"
"고민";"die Sorge";;"gefühl"
"소원";"der Wunsch";;"gefühl";"modal"
"부담";"die Last";;"gefühl";"leben"
"경쾌하다";"locker / entspannt sein";;"gefühl";"kultur"
"부족하다";"unzureichend / zu wenig sein";"Gegenteil: 풍부하다 = reichlich / viel sein";"gefühl";"modal"
"오싹하다";"zittern";;"gefühl"
"감정적이다";"emotional sein";;"gefühl"
"짜증이 나다";"genervt sein";;"gefühl"
"마음이 편하다";"sich gut fühlen";;"gefühl"
"창피하다";"peinlich sein";;"gefühl"
"꿈속";"der Traum";;"gefühl";"leben"
"공포";"der Horror";;"gefühl"
"당황하다";"perplex sein / panisch sein";;"gefühl"
"기분이 풀다";"die Stimmung heben";;"gefühl"
"용기";"der Mut";"용기를 내다 = Mut zeigen";"gefühl"
"결심";"der Entschluss";"Eher für persönliche Entscheidungen.";"gefühl";"sozial"
"신경을 쓰다";"sich kümmern / sorgen";"Auch sich um etwas kümmern / für etwas sorgen.";"gefühl"
"불행하게도";"tragischerweise";;"gefühl"
"섭섭하다";"bereuen";;"gefühl";"sozial"
"서운하다";"bedauerlich sein";;"gefühl"
"풀다";"befreien / lösen";;"gefühl"
"정신 없다";"keinen freien Gedanken haben";;"gefühl";"leben"
"꿈을 이루다";"einen Traum verwirklichen";;"gefühl";"leben"
"보람을 느끼다";"sich bestätigt / geschätzt fühlen";;"gefühl"
"느끼다";"fühlen";;"gefühl"
"흥미";"das Interesse";;"gefühl";"sozial"
"마음";"das Herz";;"gefühl"
"불만족하다";"unzufrieden sein";;"gefühl";"sozial"
"아쉽다";"vermissen";;"gefühl"
"우울하다";"deprimiert sein";;"gefühl"
"감정";"die Gefühle";;"gefühl"
"만족하다";"zufrieden sein";;"gefühl"
"생각중 이다";"in Gedanken sein";;"gefühl"
"마음이 가볍다";"leichten Herzens sein";;"gefühl"
"자유롭다";"frei / offen sein";;"gefühl"
"외롭다";"einsam sein";;"gefühl";"sozial"
"걱정";"die Sorge";;"gefühl"
"끔찍하다";"schrecklich sein";;"gefühl"
"끔을 꾸다";"träumen";;"gefühl";"leben"
"고민하다";"sich sorgen";;"gefühl"
"향수병";"das Heimweh";;"gefühl"
"기분";"die Stimmung";;"gefühl"
"심심하다";"sich langweilen";;"gefühl"
"기쁘다";"glücklich sein";;"gefühl"
