"구청";"das Bezirksamt";;"verwaltung"
"동사무소";"das Gemeindeamt";;"verwaltung"
"인증";"die Bescheinigungen / Zertifikat";;"verwaltung"
"조치";"die Massnahme";;"verwaltung"
"행정";"die Verwaltung";;"verwaltung"
