"깜깜하다";"stockfinster sein";;"farbe";"wetter"
"진하다";"dick / kräftig sein";"Zb bei Flüssigkeiten oder Farben";"farbe";"form"
"환하다";"hell / klar sein";;"farbe"
"얼룩";"der Fleck";;"farbe";"kleidung"
"투명";"die Transparenz";;"farbe"
"줄무늬";"die Streifen";;"farbe"
"물들다";"färben";;"aktivität";"farbe"
"대비";"der Kontrast";;"farbe"
"반짝";"das Glitzern";;"farbe"
"체크무늬";"das Karomuster";;"farbe"
"연두색";"hellgrün";;"farbe"
"하늘색";"himmelblau";;"farbe"
"베이지색";"beige";;"farbe"
"검다";"schwarz sein";;"farbe"
