"권유";"die Einladung / Angebot";;"ausgehen";"basis";"sozial"
"현장";"der Ort des Geschehens";;"ausgehen";"basis"
"초대장";"die Einladungskarte";;"ausgehen";"basis"
"등록비";"die Anmeldegebühr";;"ausgehen";"basis";"schule"
"연애하다";"daten / ein Rendez-Vous haben";;"ausgehen";"basis";"liebe"
"장례식";"die Beerdigung";;"ausgehen";"basis";"leben"
"한턱내다";"(jmd. auf etwas) einladen";;"ausgehen";"basis"
"계산하다";"rechnen";;"ausgehen";"basis"
"행사";"das Event / die Veranstaltung";;"ausgehen";"basis"
"놀이";"das Spiel";;"ausgehen";"basis";"kinder"
"놀다";"spielen";;"ausgehen";"basis";"kinder"
