"곧";"gleich / sofort";;"adverb";"basis";"zeit"
"오래";"lange (Zeit)";;"basis";"zeit"
"만에";"nach";"Nach Nomen und Zeitangaben. Gibt an, dass ein Ergeignis nach einer längeren Zeitspanne bzw. nach einer Unterbrechung passiert. Oft kombiniert mit 지 im ersten Satzteil.
zB: 결혼한 지 2년 만에 집을 샀어요.
KGiG 2/244";"adverb";"basis";"grammatik";"zeit"
"후에";"nach";"Nach Nomen oder Zeitangaben.
Wird in der Regel für kurze Zeitspannen bzw. direkt aufeinanderfolgende Ereignisse benutzt.
zB:
한 시간 후에 저녁 먹을거예요.";"adverb";"basis";"zeit"
"늦다";"spät sein";;"basis";"zeit"
"연장하다";"verlängern";;"basis";"zeit"
"아무때";"irgendwann";;"adverb";"basis";"zeit"
"축일";"der Feiertag";;"arbeit";"basis";"feiertag";"zeit"
"기나길다";"extram lang dauern";;"basis";"zeit"
"단기간";"kurze Zeit";;"basis";"zeit"
"첫날";"der erste Tag";;"basis";"zeit"
"벌써부터";"jetzt schon";;"basis";"zeit"
"영원히";"ewig";;"basis";"zeit"
"항상";"immer";;"adverb";"basis";"zeit"
"늙다";"alt sein (Person)";;"basis";"sozial";"zeit"
"한참";"eine Weile";;"basis";"zeit"
"일시에";"auf ein mal";;"basis";"zeit"
"계속하다";"weiter machen";;"basis";"zeit"
"이미";"schon";"zB: 이미 늦었어요.";"adverb";"basis";"zeit"
"내년";"nächstes Jahr";;"basis";"zeit"
"금년";"dieses Jahr";;"basis";"zeit"
"다음 해";"nächstes Jahr";;"basis";"zeit"
"지난 해";"letztes Jahr";;"basis";"zeit"
"빠르다";"schnell sein";;"basis";"zeit"
"아까";"vorhin / eben";;"adverb";"basis";"zeit"
"이후";"unten";;"basis";"zeit"
"이상";"oben";;"basis";"zeit"
"...자마자";"...sobald / sofort danach";"Nach Verben.
z.B. 집에 오자마자 잤어요.
KGiG 1/151";"basis";"grammatik";"zeit"
"...(으)ㄹ 때";"... als / ... während";"Nach Verben.
z.B. 세탁할 때 조심하세요. (Sei vorsichtig beim Waschen.)
KGiG 1/142";"basis";"grammatik";"zeit"
"끝나다";"fertig sein";;"arbeit";"basis";"zeit"
"그 다음에";"dannach";;"basis";"zeit"
"과거";"die Vergangenheit";;"basis";"zeit"
"현재";"die Gegenwart";;"basis";"zeit"
"서두르다";"sich beeilen";;"basis";"zeit"
"작년";"letztes Jahr";;"basis";"zeit"
"옛날";"antik / altmodisch";;"basis";"zeit"
"급하다";"dringend sein";;"basis";"zeit"
"이제";"jetzt";"Eher “von jetzt an”";"adverb";"basis";"zeit"
"하루 종일";"den ganzen Tag";;"basis";"zeit"
"자주";"oft";;"adverb";"basis";"zeit"
"...전에";"vor ...";"Gibt zeitlichen Ablauf an.
z.B.
먹기전에 운동했어요.";"basis";"grammatik";"zeit"
"...(으)ㄴ 후에";"...nachdem";"Gibt an, dass eine Handlung nach einer anderern statt findet.
z.B:
저녁 먹은 후에 영화를 보겠어요.";"basis";"grammatik";"zeit"
"계속";"durchgehend / weiter";;"basis";"zeit"
"걸리다";"kosten / benötigen";;"basis";"einkaufen";"zeit"
"다시";"wieder";;"adverb";"basis";"zeit"
"아직";"noch";"zB. 아직 안 먹었어요.";"adverb";"basis";"zeit"
"벌써";"bereits";"Früher als erwartet
zb: 이 영화 벌써 봤어요?";"adverb";"basis";"zeit"
"...까지";"...bis (Zeitpunkt)";"z.B.
저녁까지 일해요";"basis";"grammatik";"zeit"
"...부터";"...seit / ab";;"basis";"zeit"
"여름";"der Sommer";;"basis";"wetter";"zeit"
"이번 주";"diese Woche";;"basis";"zeit"
"올해";"dieses Jahr";;"basis";"zeit"
"목요일";"Donnerstag";;"basis";"zeit"
"화요일";"Dienstag";;"basis";"zeit"
"연세";"das Alter (honorativ)";;"basis";"honorativ";"sozial";"zeit"
"나이";"das Alter";;"basis";"sozial";"zeit"
"기다리다";"warten";;"basis";"zeit"
"저녁";"der Abend";;"basis";"zeit"
"밤";"die Nacht";;"basis";"zeit"
"지금";"jetzt";;"adverb";"basis";"zeit"
