"피해";"der Schaden";;"basis";"geld";"recht"
"부유하다";"reich sein";;"basis";"geld";"gesellschaft"
"가난하다";"arm sein";;"basis";"geld";"gesellschaft"
"절약하다";"sparen";;"basis";"geld"
"현금";"das Bargeld";;"basis";"geld"
"...비";"...-Kosten";;"basis";"geld"
