"계획하다";"planen";;"abstrakt";"arbeit";"basis"
"방해";"die Störung / Unterbrechung";;"arbeit";"basis";"lernen"
"적어두다";"aufzeichnen";;"arbeit";"basis"
"의논";"die Besprechung";;"arbeit";"basis"
"참가";"die Teilnahme";;"arbeit";"basis";"kultur";"schule"
"신청";"das Angebot";;"arbeit";"basis";"gesellschaft"
"계약";"der Vertrag";;"arbeit";"basis";"recht"
"실시하다";"durchführen";;"arbeit";"basis"
"작업";"die Arbeit";;"arbeit";"basis"
"드러내다";"zeigen / präsentieren";"Wenn etwas aktiv gezeigt wird.
Vgl. 드러**나**다 > sich zeigen";"arbeit";"basis";"schule"
"야망";"die Bestrebung / Ambition";;"arbeit";"basis";"lernen"
"해내다";"erreichen";;"arbeit";"basis";"schule"
"회의";"das Meeting";;"arbeit";"basis"
"따다";"erzielen / erlangen";;"arbeit";"basis";"lernen"
"명령하다";"anordnen / befehlen";;"arbeit";"basis"
"기르다";"(Tier) halten";;"arbeit";"basis";"tier"
"노동";"die Arbeit";;"arbeit";"basis"
"수고하다";"sich Mühe geben";;"arbeit";"basis";"gefühl"
"사원";"die Angestellte";;"arbeit";"basis"
"상관";"die Vorgesetzte";;"arbeit";"basis"
"피로하다";"erschöpft sein";;"arbeit";"basis";"gefühl";"sport"
"도구";"das Werkzeug";;"arbeit";"basis"
"고생";"die Schwierigkeiten";;"arbeit";"basis";"leben"
"일을 대신하다";"(jmd.) bei der Arbeit vertreten";;"arbeit";"basis"
"게으르다";"faul sein";;"arbeit";"basis";"charakter";"sozial"
"직장";"der Arbeitsplatz";;"arbeit";"basis"
"포기하다";"aufgeben";;"abstrakt";"arbeit";"basis"
"이루다";"erreichen";;"abstrakt";"arbeit";"basis"
"노력하다";"sich bemühen";;"arbeit";"basis";"schule"
"소질";"das Talent";;"arbeit";"basis";"charakter";"schule"
"참석하다";"teilnehmen";;"arbeit";"basis";"sport"
"성공하다";"erfolgreich sein";;"arbeit";"basis";"leben"
"발표하다";"präsentieren";;"arbeit";"basis";"schule"
"경험";"die Erfahrung";;"arbeit";"basis";"leben"
"경험하다";"erleben / erfahren";;"arbeit";"basis";"leben"
"취직하다";"angestellt werden / einen Job bekommen";;"arbeit";"basis"
"동료";"die Kolleg:in";"[동뇨]";"arbeit";"basis"
"종이";"das Blatt Papier";;"arbeit";"basis";"schule"
"실수";"der Fehler";;"arbeit";"basis";"schule"
"할 일";"die Beschäftigung";"Wörtlich: Das was man tut
z.B. 할 일 있어요? = Hast du was zu tun?";"arbeit";"basis";"leben"
"사무실";"das Büro";;"arbeit";"basis";"stadt"
"팔다";"verkaufen";;"arbeit";"basis";"einkaufen";"geld"
"일";"die Arbeit";;"arbeit";"basis"
"바쁘다";"beschäftigt sein";;"arbeit";"basis"
"회사";"das Unternehmen";;"arbeit";"basis"
"쉬다";"sich ausruhen";;"arbeit";"basis";"gefühl"
"책상";"der Schreibtisch";;"arbeit";"basis";"schule"
