"착하다";"gut / nett sein";;"basis";"charakter"
"미치다";"verrückt sein";;"basis";"charakter";"gefühl"
"부끄럽다";"schüchtern sein";;"basis";"charakter"
"외향적";"extrovertiert";;"basis";"charakter"
"내성적";"introvertiert";;"basis";"charakter"
"상냥하다";"sanft sein";;"basis";"charakter"
"똑똑하다";"schlau sein";;"basis";"charakter";"schule"
"불친절하다";"unfreundlich sein";;"basis";"charakter";"sozial"
"성격";"die Persönlichkeit";;"basis";"charakter";"sozial"
