"독일어";"die deutsche Sprache";;"basis";"sprache"
"발음";"die Aussprache";;"basis";"sprache"
"사투리";"der Dialekt";;"basis";"sprache"
"독일어로";"auf deutsch";;"basis";"sprache"
"통역";"die Übersetzung";;"basis";"sprache"
"의미";"die Bedeutung";;"basis";"sprache"
