"불공평하다";"unfair sein";;"basis";"sport"
"낚시";"das Angeln";;"basis";"sport"
"경기";"das Spiel / der Wettbewerb";;"basis";"sport"
"달리다";"rennen";;"basis";"sport"
"선수";"die Spieler:in / Sportler:in";;"basis";"sport"
"야구";"Basketball";;"basis";"sport"
"수영하다";"schwimmen";;"basis";"sport"
