"독일";"Deutschland";;"basis";"land"
"나라";"das Land";;"basis";"land"
"고향";"die Heimat";;"basis";"land";"stadt"
"미국";"USA";;"basis";"land"
"중국";"China";;"basis";"land"
"외국";"das Ausland";;"basis";"land"
"한국";"Korea";;"basis";"land"
